period,client_unique_id,entity_unique_id,account_unique_id,currency,account_open_date,account_close_date,region,days_in_month,fx_rate,deposits_cad,nii_cad,odi_cad,payment_revenue_cad,service_revenue_cad,total_revenue
12/1/2020,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,2883585.3,1140.30,0.00,2441.00,135.00,3716.30
1/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,2738069.77,997.33,0.00,2542.00,136.50,3675.83
2/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,28,1,2234527.66,716.27,0.00,2407.00,128.00,3251.27
3/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,2245903.3,796.07,0.00,2544.00,142.50,3482.57
4/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,30,1,1709604.32,579.63,0.00,2599.00,141.00,3319.63
5/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,1443685.71,504.55,0.00,2549.00,130.00,3183.55
6/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,30,1,1330509.39,450.64,0.00,2572.00,139.00,3161.64
7/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,2090082.45,736.61,0.00,2636.00,126.00,3498.61
8/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,1844131.52,656.81,0.00,3111.00,140.00,3907.81
9/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,30,1,1553608.38,546.42,0.00,2956.00,127.00,3629.42
10/1/2021,AA0003,BB0004,CC00004,CAD,5/12/2019,,Asia Pacific,31,1,1750696.83,636.13,0.00,2495.00,135.00,3266.13
11/1/2020,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,30,1,7274997.6,2802.89,0.00,17.00,32.00,2851.89
12/1/2020,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,9653190.12,3817.31,0.00,17.00,29.00,3863.31
1/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,604751.35,220.28,0.00,0.00,31.00,251.28
2/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,28,1,606492.94,194.41,0.00,1.00,28.00,223.41
3/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,8927582.18,3164.40,0.00,1.00,27.00,3192.40
4/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,30,1,3137983.3,1063.91,0.00,5.00,31.00,1099.91
5/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,11833651.22,4135.70,0.00,6.00,30.00,4171.70
6/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,30,1,22184585.17,7513.89,0.00,11.00,30.00,7554.89
7/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,13159354.83,4637.77,0.00,5.00,28.00,4670.77
8/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,34651280.64,12341.55,0.00,21.00,30.00,12392.55
9/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,30,1,44217807,15551.95,0.00,12.00,29.00,15592.95
10/1/2021,AA0004,BB0005,CC00005,CAD,5/31/2018,,Asia Pacific,31,1,6947969.54,2524.59,0.00,5.00,31.00,2560.59
11/1/2020,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,30,1,205478406.9,25122.36,0.00,0.00,0.00,25122.36
12/1/2020,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,218241866.6,27538.12,0.00,0.00,0.00,27538.12
1/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,227953008.8,29161.33,0.00,0.00,0.00,29161.33
2/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,28,1,296955307.4,33682.02,0.00,0.00,0.00,33682.02
3/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,261083749.3,33286.18,0.00,0.00,0.00,33286.18
4/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,30,1,252541069.3,31654.11,0.00,0.00,0.00,31654.11
5/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,237399942.3,30472.81,0.00,0.00,0.00,30472.81
6/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,30,1,237644198.9,29705.47,0.00,0.00,0.00,29705.47
7/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,242742187.5,30691.04,0.00,0.00,0.00,30691.04
8/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,273121083.2,34223.83,0.00,0.00,0.00,34223.83
9/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,30,1,261126227.6,31746.49,0.00,0.00,0.00,31746.49
10/1/2021,AA0005,BB0006,CC00006,CAD,11/8/2018,10/25/2021,Asia Pacific,31,1,237084709.5,29765.49,0.00,0.00,0.00,29765.49
12/1/2020,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.27625,0,0.00,0.00,0.00,0.00,0.00
1/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.27875,20635724.99,968.37,0.00,0.00,0.00,968.37
2/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,28,1.2726,77642637.52,2724.70,0.00,0.00,0.00,2724.70
3/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.2567,95486652.74,3472.25,0.00,0.00,0.00,3472.25
4/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,30,1.22915,97432980.1,3621.68,0.00,0.00,0.00,3621.68
5/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.207,79046988.54,2563.78,0.00,0.00,0.00,2563.78
6/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,30,1.2396,65607463.93,1910.05,0.00,0.00,0.00,1910.05
7/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.2476,74207508.34,2433.93,0.00,0.00,0.00,2433.93
8/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.26165,89209726.76,2676.72,0.00,0.00,0.00,2676.72
9/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,30,1.2666,111483752.3,3226.11,0.00,0.00,0.00,3226.11
10/1/2021,AA0005,BB0007,CC00007,USD,2/19/2018,,Asia Pacific,31,1.2376,110393520.3,3122.36,0.00,0.00,0.00,3122.36
11/1/2020,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,30,1.2987,4129000.689,490.11,0.00,1350.65,78.57,1919.33
12/1/2020,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.27625,3249359.493,417.28,0.00,1457.48,77.85,1952.61
1/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.27875,3937162.211,436.20,0.00,1425.81,80.56,1942.56
2/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,28,1.2726,2505793.037,222.89,0.00,1065.17,76.36,1364.41
3/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.2567,2878905.263,266.39,0.00,1554.54,83.57,1904.49
4/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,30,1.22915,3488470.626,324.28,0.00,1499.56,81.12,1904.96
5/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.207,2922656.088,242.60,0.00,1561.86,72.42,1876.88
6/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,30,1.2396,4907641.987,354.08,0.00,1731.72,81.81,2167.61
7/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.2476,4550070.696,367.45,0.00,1447.22,82.34,1897.00
8/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.26165,4305092.149,332.50,0.00,1734.77,83.27,2150.54
9/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,30,1.2666,4297653.368,300.08,0.00,1537.65,76.00,1913.73
10/1/2021,AA0005,BB0008,CC00008,USD,8/23/2020,,Asia Pacific,31,1.2376,3940999.331,287.31,0.00,1472.74,78.59,1838.64
11/1/2020,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,30,1,3314009.29,1276.81,0.00,8127.50,77.50,9481.81
12/1/2020,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,2909370.13,1150.50,0.00,8373.50,132.00,9656.00
1/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,3162295.23,1151.86,0.00,6960.50,85.50,8197.86
2/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,28,1,2661820.28,853.24,0.00,5125.00,78.00,6056.24
3/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,2865431.92,1015.66,0.00,5339.00,91.00,6445.66
4/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,30,1,2854181.77,967.68,0.00,4884.50,93.00,5945.18
5/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,3290837.56,1150.10,0.00,4503.00,109.00,5762.10
6/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,30,1,2942018.14,996.46,0.00,4197.50,114.50,5308.46
7/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,2828371.48,996.81,0.00,4659.50,117.00,5773.31
8/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,3503968.03,1247.99,0.00,5741.50,116.50,7105.99
9/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,30,1,2873955.89,1010.81,0.00,5500.00,119.00,6629.81
10/1/2021,AA0005,BB0008,CC00009,CAD,11/28/2019,,Asia Pacific,31,1,4423680.51,1607.37,0.00,4998.50,109.50,6715.37
11/1/2020,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,30,1,341495.51,131.57,0.00,1335.00,96.50,1563.07
12/1/2020,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,255160.42,100.90,0.00,1371.00,98.00,1569.90
1/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,262467.88,95.60,0.00,1199.00,115.00,1409.60
2/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,28,1,347833.62,111.50,0.00,1377.00,86.50,1575.00
3/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,353671.24,125.36,0.00,1529.00,91.50,1745.86
4/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,30,1,352541.73,119.53,0.00,1699.00,105.00,1923.53
5/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,266989.11,93.31,0.00,1575.00,91.00,1759.31
6/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,30,1,321431.05,108.87,0.00,1135.00,91.00,1334.87
7/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,313792.31,110.59,0.00,1525.00,92.50,1728.09
8/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,215704.07,76.83,0.00,1607.00,91.50,1775.33
9/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,30,1,358188.8,125.98,0.00,2370.00,89.00,2584.98
10/1/2021,AA0006,BB0009,CC00010,CAD,3/31/2021,,Asia Pacific,31,1,401840.67,146.01,0.00,2445.00,92.50,2683.51
11/1/2020,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,30,1,62432.89,24.05,0.00,22.00,37.00,83.05
12/1/2020,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,86749.81,34.30,0.00,6.00,31.00,71.30
1/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,134036.73,48.82,0.00,10.00,40.00,98.82
2/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,28,1,91459.11,29.32,0.00,11.00,34.00,74.32
3/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,45668.66,16.19,0.00,2.00,34.00,52.19
4/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,30,1,21004.59,7.12,0.00,0.00,34.00,41.12
5/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,28906.37,10.10,0.00,17.00,62.00,89.10
6/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,30,1,73708.4,24.96,0.00,8.00,37.00,69.96
7/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,78869.5,27.80,0.00,27.00,40.00,94.80
8/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,69994.81,24.93,0.00,12.00,37.00,73.93
9/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,30,1,51411.05,18.08,0.00,12.00,28.00,58.08
10/1/2021,AA0006,BB0010,CC00011,CAD,8/23/2018,,Asia Pacific,31,1,48752.9,17.71,0.00,6.00,43.00,66.71
11/1/2020,AA0006,BB0367,CC00464,CAD,4/8/2018,,Asia Pacific,30,1,124472.48,47.96,0.00,0.00,31.00,78.96
11/1/2020,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,30,1,3393200,1307.32,0.00,516.00,128.00,1951.32
12/1/2020,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3336776.31,1319.51,0.00,463.00,115.00,1897.51
1/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3795121.74,1382.36,0.00,425.00,106.50,1913.86
2/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,28,1,4308667.69,1381.13,0.00,409.00,94.00,1884.13
3/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3436813.99,1218.19,0.00,633.00,112.00,1963.19
4/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,30,1,2835071.13,961.21,0.00,454.00,116.00,1531.21
5/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3270065.13,1142.84,0.00,340.00,99.00,1581.84
6/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,30,1,2387248.32,808.56,0.00,302.00,111.00,1221.56
7/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3220652.97,1135.06,0.00,388.00,109.00,1632.06
8/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3255158.72,1159.37,0.00,440.00,123.00,1722.37
9/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,30,1,3246938.61,1141.99,0.00,314.00,133.50,1589.49
10/1/2021,AA0007,BB0011,CC00012,CAD,7/24/2020,10/16/2021,Asia Pacific,31,1,3051430.94,1108.76,0.00,249.00,91.50,1449.26
11/1/2020,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,30,1,1129906.95,435.33,0.00,1328.00,88.00,1851.33
12/1/2020,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,1058429.34,418.55,0.00,14093.00,88.00,14599.55
1/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,1028834.16,374.75,0.00,1514.00,88.00,1976.75
2/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,28,1,1049265.45,336.34,0.00,13942.00,86.00,14364.34
3/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,1064226.85,377.22,0.00,1612.00,91.00,2080.22
4/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,30,1,1036761.49,351.50,0.00,13916.00,94.00,14361.50
5/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,1126061.88,393.54,0.00,1155.00,88.00,1636.54
6/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,30,1,1080182.91,365.86,0.00,14089.00,91.00,14545.86
7/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,1043300,367.69,0.00,1464.00,91.00,1922.69
8/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,1033947.15,368.26,0.00,13887.00,91.00,14346.26
9/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,30,1,1041661.33,366.37,0.00,1639.00,113.00,2118.37
10/1/2021,AA0008,BB0012,CC00013,CAD,7/24/2020,,Asia Pacific,31,1,997408.93,362.41,0.00,14086.00,91.00,14539.41
11/1/2020,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,30,1,243471.54,93.80,0.00,45.00,413.00,551.80
12/1/2020,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,206281.07,81.57,0.00,16.00,413.00,510.57
1/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,247257.84,90.06,0.00,47.00,413.00,550.06
2/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,28,1,296026.35,94.89,0.00,15.00,410.00,519.89
3/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,234179.27,83.01,0.00,17.00,416.00,516.01
4/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,30,1,334869.38,113.53,0.00,62.00,419.00,594.53
5/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,377578.66,131.96,0.00,30.00,413.00,574.96
6/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,30,1,344541.67,116.70,0.00,16.00,416.00,548.70
7/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,319249.9,112.51,0.00,15.00,416.00,543.51
8/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,225922.79,80.47,0.00,63.00,416.00,559.47
9/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,30,1,355472.78,125.02,0.00,1.00,413.00,539.02
10/1/2021,AA0009,BB0013,CC00014,CAD,3/1/2019,,Asia Pacific,31,1,331501.52,120.45,0.00,31.00,416.00,567.45
11/1/2020,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,30,1,1463558.53,563.88,0.00,924.00,96.00,1583.88
12/1/2020,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,837477.76,331.18,0.00,1116.00,91.50,1538.68
1/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,1043782.53,380.19,0.00,938.00,120.50,1438.69
2/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,28,1,721964.33,231.42,0.00,836.00,88.50,1155.92
3/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,462341.43,163.88,0.00,946.00,96.00,1205.88
4/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,30,1,711415.74,241.20,0.00,848.00,98.50,1187.70
5/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,514006.28,179.64,0.00,825.00,92.00,1096.64
6/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,30,1,507582.75,171.92,0.00,946.00,93.00,1210.92
7/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,696007.46,245.29,0.00,1049.00,94.00,1388.29
8/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,572376.46,203.86,0.00,1065.00,95.00,1363.86
9/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,30,1,477045.91,167.78,0.00,977.00,91.00,1235.78
10/1/2021,AA0010,BB0014,CC00015,CAD,1/21/2018,,Asia Pacific,31,1,627973.99,228.18,0.00,673.00,99.00,1000.18
11/1/2020,AA0010,BB0015,CC00016,CAD,2/27/2018,,Asia Pacific,30,1,2153346.66,829.63,0.00,381.00,152.00,1362.63
12/1/2020,AA0010,BB0015,CC00016,CAD,2/27/2018,,Asia Pacific,31,1,245833.74,97.21,0.00,236.00,151.00,484.21
1/1/2021,AA0010,BB0015,CC00016,CAD,2/27/2018,,Asia Pacific,31,1,474857.5,172.97,0.00,557.00,151.00,880.97
2/1/2021,AA0010,BB0015,CC00016,CAD,2/27/2018,,Asia Pacific,28,1,254308.77,81.52,0.00,411.00,147.00,639.52
3/1/2021,AA0010,BB0015,CC00016,CAD,2/27/2018,,Asia Pacific,31,1,233587.59,82.80,0.00,555.00,160.00,797.80
4/1/2021,AA0010,BB0015,CC00016,CAD,2/27/2018,,Asia Pacific,30,1,342864.16,116.25,0.00,456.00,164.00,736.25
